CoC Name,GEOID,County Name,PPRN_23
TX-607 - Texas Balance of State CoC,489073,Cherokee County,189619
TX-607 - Texas Balance of State CoC,489079,Cochran County,13949
TX-607 - Texas Balance of State CoC,489081,Coke County,11587
TX-607 - Texas Balance of State CoC,489083,Coleman County,86881
TX-607 - Texas Balance of State CoC,489087,Collingsworth County,33505
TX-607 - Texas Balance of State CoC,489089,Colorado County,112277
TX-607 - Texas Balance of State CoC,489091,Comal County,145824
TX-607 - Texas Balance of State CoC,489093,Comanche County,92897
TX-607 - Texas Balance of State CoC,489095,Concho County,26491
TX-607 - Texas Balance of State CoC,489097,Cooke County,133707
TX-607 - Texas Balance of State CoC,481206,Corpus Christi,2705223
TX-607 - Texas Balance of State CoC,489099,Coryell County,171443
TX-607 - Texas Balance of State CoC,489103,Crane County,10393
TX-607 - Texas Balance of State CoC,489105,Crockett County,18989
TX-607 - Texas Balance of State CoC,489107,Crosby County,25237
TX-607 - Texas Balance of State CoC,489109,Culberson County,12262
TX-607 - Texas Balance of State CoC,489111,Dallam County,42324
TX-607 - Texas Balance of State CoC,489115,Dawson County,48828
TX-607 - Texas Balance of State CoC,489117,Deaf Smith County,67000
TX-607 - Texas Balance of State CoC,489119,Delta County,34629
TX-607 - Texas Balance of State CoC,481410,Denison,103915
TX-607 - Texas Balance of State CoC,481416,Denton,359409
TX-607 - Texas Balance of State CoC,489121,Denton County,574347
TX-607 - Texas Balance of State CoC,489123,DeWitt County,152433
TX-607 - Texas Balance of State CoC,489125,Dickens County,20495
TX-607 - Texas Balance of State CoC,489127,Dimmit County,65147
TX-607 - Texas Balance of State CoC,489129,Donley County,36099
TX-607 - Texas Balance of State CoC,489131,Duval County,51423
TX-607 - Texas Balance of State CoC,489133,Eastland County,160445
TX-607 - Texas Balance of State CoC,489135,Ector County,143266
TX-607 - Texas Balance of State CoC,481608,Edinburg,395081
TX-607 - Texas Balance of State CoC,489137,Edwards County,18773
TX-607 - Texas Balance of State CoC,489139,Ellis County,415400
TX-607 - Texas Balance of State CoC,489143,Erath County,186260
TX-607 - Texas Balance of State CoC,489147,Fannin County,160196
TX-607 - Texas Balance of State CoC,489149,Fayette County,173264
TX-607 - Texas Balance of State CoC,489151,Fisher County,21439
TX-607 - Texas Balance of State CoC,481824,Flower Mound Town,103909
TX-607 - Texas Balance of State CoC,489153,Floyd County,37400
TX-607 - Texas Balance of State CoC,489159,Franklin County,33603
TX-607 - Texas Balance of State CoC,489163,Frio County,54568
TX-607 - Texas Balance of State CoC,489165,Gaines County,70122
TX-607 - Texas Balance of State CoC,481986,Galveston,409665
TX-607 - Texas Balance of State CoC,489167,Galveston County,353839
TX-607 - Texas Balance of State CoC,489169,Garza County,21441
TX-607 - Texas Balance of State CoC,489171,Gillespie County,150228
TX-607 - Texas Balance of State CoC,489173,Glasscock County,4603
TX-607 - Texas Balance of State CoC,489175,Goliad County,35915
TX-607 - Texas Balance of State CoC,489177,Gonzales County,90510
TX-607 - Texas Balance of State CoC,489179,Gray County,110695
TX-607 - Texas Balance of State CoC,489181,Grayson County,211502
TX-607 - Texas Balance of State CoC,489183,Gregg County,130256
TX-607 - Texas Balance of State CoC,489187,Guadalupe County,364989
TX-607 - Texas Balance of State CoC,489189,Hale County,132479
TX-607 - Texas Balance of State CoC,489191,Hall County,56809
TX-607 - Texas Balance of State CoC,489193,Hamilton County,53746
TX-607 - Texas Balance of State CoC,489195,Hansford County,16904
TX-607 - Texas Balance of State CoC,489199,Hardin County,144664
TX-607 - Texas Balance of State CoC,482304,Harlingen,310943
TX-607 - Texas Balance of State CoC,489203,Harrison County,127559
TX-607 - Texas Balance of State CoC,489205,Hartley County,18705
TX-607 - Texas Balance of State CoC,489207,Haskell County,50636
TX-607 - Texas Balance of State CoC,489209,Hays County,356646
TX-607 - Texas Balance of State CoC,489211,Hemphill County,27165
TX-607 - Texas Balance of State CoC,489213,Henderson County,262280
TX-607 - Texas Balance of State CoC,489215,Hidalgo County,7849012
TX-607 - Texas Balance of State CoC,489219,Hockley County,75397
TX-607 - Texas Balance of State CoC,489221,Hood County,138325
TX-607 - Texas Balance of State CoC,489223,Hopkins County,129911
TX-607 - Texas Balance of State CoC,489225,Houston County,104942
TX-607 - Texas Balance of State CoC,489227,Howard County,111812
TX-607 - Texas Balance of State CoC,489229,Hudspeth County,16873
TX-607 - Texas Balance of State CoC,489231,Hunt County,326073
TX-607 - Texas Balance of State CoC,489233,Hutchinson County,59095
TX-607 - Texas Balance of State CoC,489235,Irion County,11798
TX-607 - Texas Balance of State CoC,489239,Jackson County,49304
TX-607 - Texas Balance of State CoC,489241,Jasper County,131410
TX-607 - Texas Balance of State CoC,489243,Jeff Davis County,12410
TX-607 - Texas Balance of State CoC,489245,Jefferson County,174691
TX-607 - Texas Balance of State CoC,489247,Jim Hogg County,29987
TX-607 - Texas Balance of State CoC,489249,Jim Wells County,164864
TX-607 - Texas Balance of State CoC,489251,Johnson County,460236
TX-607 - Texas Balance of State CoC,489253,Jones County,88619
TX-607 - Texas Balance of State CoC,489255,Karnes County,68658
TX-607 - Texas Balance of State CoC,489257,Kaufman County,346186
TX-607 - Texas Balance of State CoC,489259,Kendall County,89215
TX-607 - Texas Balance of State CoC,489261,Kenedy County,2833
TX-607 - Texas Balance of State CoC,489263,Kent County,5426
TX-607 - Texas Balance of State CoC,489265,Kerr County,154657
TX-607 - Texas Balance of State CoC,482820,Killeen,467694
TX-607 - Texas Balance of State CoC,489267,Kimble County,46068
TX-607 - Texas Balance of State CoC,489269,King County,1415
TX-607 - Texas Balance of State CoC,489271,Kinney County,21308
TX-607 - Texas Balance of State CoC,489273,Kleberg County,161265
TX-607 - Texas Balance of State CoC,489275,Knox County,31647
TX-607 - Texas Balance of State CoC,489283,La Salle County,40072
TX-607 - Texas Balance of State CoC,489277,Lamar County,167828
TX-607 - Texas Balance of State CoC,489279,Lamb County,67618
TX-607 - Texas Balance of State CoC,489281,Lampasas County,71542
TX-607 - Texas Balance of State CoC,483042,Laredo,3279106
TX-607 - Texas Balance of State CoC,489285,Lavaca County,121827
TX-607 - Texas Balance of State CoC,483084,League City,179864
TX-607 - Texas Balance of State CoC,489287,Lee County,56212
TX-607 - Texas Balance of State CoC,483132,Lewisville,284227
TX-607 - Texas Balance of State CoC,489291,Liberty County,274567
TX-607 - Texas Balance of State CoC,489295,Lipscomb County,17438
TX-607 - Texas Balance of State CoC,489297,Live Oak County,41045
TX-607 - Texas Balance of State CoC,489299,Llano County,59185
TX-607 - Texas Balance of State CoC,483246,Longview,255549
TX-607 - Texas Balance of State CoC,489301,Loving County,2992
TX-607 - Texas Balance of State CoC,483288,Lubbock,2281033
TX-607 - Texas Balance of State CoC,489303,Lubbock County,144216
TX-607 - Texas Balance of State CoC,489305,Lynn County,31665
TX-607 - Texas Balance of State CoC,489315,Marion County,37353
TX-607 - Texas Balance of State CoC,483438,Marshall,135684
TX-607 - Texas Balance of State CoC,489317,Martin County,17704
TX-607 - Texas Balance of State CoC,489319,Mason County,52053
TX-607 - Texas Balance of State CoC,489321,Matagorda County,123297
TX-607 - Texas Balance of State CoC,489323,Maverick County,302786
TX-607 - Texas Balance of State CoC,483330,Mc Allen,1775050
TX-607 - Texas Balance of State CoC,489307,McCulloch County,66988
TX-607 - Texas Balance of State CoC,489311,McMullen County,4473
TX-607 - Texas Balance of State CoC,489325,Medina County,134504
TX-607 - Texas Balance of State CoC,489327,Menard County,32267
TX-607 - Texas Balance of State CoC,483564,Midland,397626
TX-607 - Texas Balance of State CoC,489329,Midland County,76289
TX-607 - Texas Balance of State CoC,489333,Mills County,33458
TX-607 - Texas Balance of State CoC,483606,Mission,358591
TX-607 - Texas Balance of State CoC,489335,Mitchell County,74246
TX-607 - Texas Balance of State CoC,489341,Moore County,62700
TX-607 - Texas Balance of State CoC,489343,Morris County,45289
TX-607 - Texas Balance of State CoC,489345,Motley County,25316
TX-607 - Texas Balance of State CoC,489347,Nacogdoches County,279502
TX-607 - Texas Balance of State CoC,489349,Navarro County,202320
TX-607 - Texas Balance of State CoC,483798,New Braunfels,170991
TX-607 - Texas Balance of State CoC,489351,Newton County,64680
TX-607 - Texas Balance of State CoC,489353,Nolan County,73933
TX-607 - Texas Balance of State CoC,489355,Nueces County,132130
TX-607 - Texas Balance of State CoC,489357,Ochiltree County,38500
TX-607 - Texas Balance of State CoC,483924,Odessa,337016
TX-607 - Texas Balance of State CoC,489359,Oldham County,7436
TX-607 - Texas Balance of State CoC,483966,Orange,118035
TX-607 - Texas Balance of State CoC,489361,Orange County,154999
TX-607 - Texas Balance of State CoC,489365,Panola County,69149
TX-607 - Texas Balance of State CoC,489369,Parmer County,33918
TX-607 - Texas Balance of State CoC,484080,Pearland,173704
TX-607 - Texas Balance of State CoC,489371,Pecos County,49251
TX-607 - Texas Balance of State CoC,484146,Pharr,436917
TX-607 - Texas Balance of State CoC,489373,Polk County,166615
TX-607 - Texas Balance of State CoC,484248,Port Arthur,388577
TX-607 - Texas Balance of State CoC,489375,Potter County,26568
TX-607 - Texas Balance of State CoC,489377,Presidio County,77557
TX-607 - Texas Balance of State CoC,489379,Rains County,31301
TX-607 - Texas Balance of State CoC,489381,Randall County,113580
TX-607 - Texas Balance of State CoC,489383,Reagan County,9561
TX-607 - Texas Balance of State CoC,489385,Real County,27489
TX-607 - Texas Balance of State CoC,489387,Red River County,60888
TX-607 - Texas Balance of State CoC,489389,Reeves County,44780
TX-607 - Texas Balance of State CoC,489391,Refugio County,26383
TX-607 - Texas Balance of State CoC,489393,Roberts County,11010
TX-607 - Texas Balance of State CoC,489397,Rockwall County,142769
TX-607 - Texas Balance of State CoC,484674,Round Rock,234478
TX-607 - Texas Balance of State CoC,489399,Runnels County,90354
TX-607 - Texas Balance of State CoC,489401,Rusk County,198931
TX-607 - Texas Balance of State CoC,489403,Sabine County,38279
TX-607 - Texas Balance of State CoC,484752,San Angelo,243750
TX-607 - Texas Balance of State CoC,489405,San Augustine County,48328
TX-607 - Texas Balance of State CoC,484770,San Benito,124275
TX-607 - Texas Balance of State CoC,489407,San Jacinto County,86593
TX-607 - Texas Balance of State CoC,484812,San Marcos,265645
TX-607 - Texas Balance of State CoC,489409,San Patricio County,239711
TX-607 - Texas Balance of State CoC,489411,San Saba County,46938
TX-607 - Texas Balance of State CoC,489413,Schleicher County,12849
TX-607 - Texas Balance of State CoC,489415,Scurry County,50741
TX-607 - Texas Balance of State CoC,489417,Shackelford County,24610
TX-607 - Texas Balance of State CoC,489419,Shelby County,122474
TX-607 - Texas Balance of State CoC,484962,Sherman,114841
TX-607 - Texas Balance of State CoC,489421,Sherman County,20437
TX-607 - Texas Balance of State CoC,489423,Smith County,343083
TX-607 - Texas Balance of State CoC,489425,Somervell County,29604
TX-607 - Texas Balance of State CoC,489427,Starr County,372783
TX-607 - Texas Balance of State CoC,489431,Sterling County,5032
TX-607 - Texas Balance of State CoC,489433,Stonewall County,9220
TX-607 - Texas Balance of State CoC,489435,Sutton County,22454
TX-607 - Texas Balance of State CoC,489437,Swisher County,40219
TX-607 - Texas Balance of State CoC,489441,Taylor County,69932
TX-607 - Texas Balance of State CoC,485316,Temple,251301
TX-607 - Texas Balance of State CoC,489443,Terrell County,20688
TX-607 - Texas Balance of State CoC,489445,Terry County,43650
TX-607 - Texas Balance of State CoC,485340,Texarkana,134910
TX-607 - Texas Balance of State CoC,485346,Texas City,139463
TX-607 - Texas Balance of State CoC,489449,Titus County,140952
TX-607 - Texas Balance of State CoC,489451,Tom Green County,58985
TX-607 - Texas Balance of State CoC,489455,Trinity County,54278
TX-607 - Texas Balance of State CoC,485496,Tyler,281124
TX-607 - Texas Balance of State CoC,489457,Tyler County,73281
TX-607 - Texas Balance of State CoC,489459,Upshur County,125772
TX-607 - Texas Balance of State CoC,489461,Upton County,11845
TX-607 - Texas Balance of State CoC,489463,Uvalde County,92007
TX-607 - Texas Balance of State CoC,489465,Val Verde County,222984
TX-607 - Texas Balance of State CoC,489467,Van Zandt County,159744
TX-607 - Texas Balance of State CoC,485580,Victoria,211241
TX-607 - Texas Balance of State CoC,489469,Victoria County,70442
TX-607 - Texas Balance of State CoC,489471,Walker County,218576
TX-607 - Texas Balance of State CoC,489473,Waller County,160144
TX-607 - Texas Balance of State CoC,489475,Ward County,33814
TX-607 - Texas Balance of State CoC,489477,Washington County,149109
TX-607 - Texas Balance of State CoC,489479,Webb County,97594
TX-607 - Texas Balance of State CoC,489481,Wharton County,178930
TX-607 - Texas Balance of State CoC,489483,Wheeler County,51147
TX-607 - Texas Balance of State CoC,489489,Willacy County,112188
TX-607 - Texas Balance of State CoC,489491,Williamson County,1873634
TX-607 - Texas Balance of State CoC,489493,Wilson County,143921
TX-607 - Texas Balance of State CoC,489495,Winkler County,21874
TX-607 - Texas Balance of State CoC,489499,Wood County,113632
TX-607 - Texas Balance of State CoC,489501,Yoakum County,23924
TX-607 - Texas Balance of State CoC,489505,Zapata County,90828
TX-607 - Texas Balance of State CoC,489507,Zavala County,68043
TX-611 - Amarillo CoC,480132,Amarillo,1653829
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489009,Archer County,30022
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489023,Baylor County,30587
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489075,Childress County,62518
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489077,Clay County,54059
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489101,Cottle County,21075
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489155,Foard County,20950
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489197,Hardeman County,57207
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489237,Jack County,45068
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489337,Montague County,98135
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489363,Palo Pinto County,158566
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489429,Stephens County,48322
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489447,Throckmorton County,17940
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489485,Wichita County,115749
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",485826,Wichita Falls,454967
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489487,Wilbarger County,110712
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489497,Wise County,168021
"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",489503,Young County,64985
"TX-700 - Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery
Counties CoC",480390,Baytown City,277572
"TX-700 - Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery
Counties CoC",481158,Conroe,256492
"TX-700 - Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery
Counties CoC",489157,Fort Bend County,3537503
"TX-700 - Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery
Counties CoC",489201,Harris County,14973113
"TX-700 - Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery
Counties CoC",482514,Houston,25231081
"TX-700 - Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery
Counties CoC",483612,Missouri City,119396
"TX-700 - Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery
Counties CoC",489339,Montgomery County,2735731
"TX-700 - Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery
Counties CoC",484068,Pasadena,1713839
"TX-701 - Bryan, College Station/Brazos Valley CoC",489041,Brazos County,52415
"TX-701 - Bryan, College Station/Brazos Valley CoC",480738,Bryan,339112
"TX-701 - Bryan, College Station/Brazos Valley CoC",489051,Burleson County,63703
"TX-701 - Bryan, College Station/Brazos Valley CoC",481104,College Station,440006
"TX-701 - Bryan, College Station/Brazos Valley CoC",489185,Grimes County,89709
"TX-701 - Bryan, College Station/Brazos Valley CoC",489289,Leon County,64339
"TX-701 - Bryan, College Station/Brazos Valley CoC",489313,Madison County,37090
"TX-701 - Bryan, College Station/Brazos Valley CoC",489331,Milam County,117462
"TX-701 - Bryan, College Station/Brazos Valley CoC",489395,Robertson County,71652
UT-500 - Salt Lake City & County CoC,491092,Salt Lake City,3451146
UT-500 - Salt Lake City & County CoC,499035,Salt Lake County,2471795
UT-500 - Salt Lake City & County CoC,491098,Sandy City,125658
UT-500 - Salt Lake City & County CoC,491152,South Jordan,87319
UT-500 - Salt Lake City & County CoC,491239,Taylorsville,136636
UT-500 - Salt Lake City & County CoC,491338,West Jordan,181826
UT-500 - Salt Lake City & County CoC,491346,West Valley,402030
UT-503 - Utah Balance of State CoC,499001,Beaver County,26087
UT-503 - Utah Balance of State CoC,499003,Box Elder County,160300
UT-503 - Utah Balance of State CoC,499005,Cache County,183116
UT-503 - Utah Balance of State CoC,499007,Carbon County,101912
UT-503 - Utah Balance of State CoC,490174,Clearfield,72044
UT-503 - Utah Balance of State CoC,499009,Daggett County,710
UT-503 - Utah Balance of State CoC,499011,Davis County,324067
UT-503 - Utah Balance of State CoC,499013,Duchesne County,58893
UT-503 - Utah Balance of State CoC,499015,Emery County,43648
UT-503 - Utah Balance of State CoC,499017,Garfield County,24035
UT-503 - Utah Balance of State CoC,499019,Grand County,48889
UT-503 - Utah Balance of State CoC,499021,Iron County,168708
UT-503 - Utah Balance of State CoC,499023,Juab County,45066
UT-503 - Utah Balance of State CoC,499025,Kane County,23989
UT-503 - Utah Balance of State CoC,490624,Layton,135426
UT-503 - Utah Balance of State CoC,490672,Logan,211329
UT-503 - Utah Balance of State CoC,499027,Millard County,61330
UT-503 - Utah Balance of State CoC,499029,Morgan County,22044
UT-503 - Utah Balance of State CoC,490888,Ogden,378911
UT-503 - Utah Balance of State CoC,499031,Piute County,12180
UT-503 - Utah Balance of State CoC,499033,Rich County,14428
UT-503 - Utah Balance of State CoC,499037,San Juan County,30284
UT-503 - Utah Balance of State CoC,499039,Sanpete County,136170
UT-503 - Utah Balance of State CoC,499041,Sevier County,96837
UT-503 - Utah Balance of State CoC,491074,St George,223987
UT-503 - Utah Balance of State CoC,499045,Tooele County,128804
UT-503 - Utah Balance of State CoC,499047,Uintah County,91083
UT-503 - Utah Balance of State CoC,499053,Washington County,211018
UT-503 - Utah Balance of State CoC,499055,Wayne County,12664
UT-503 - Utah Balance of State CoC,499057,Weber County,284441
UT-504 - Provo/Mountainland CoC,490642,Lehi City,124198
UT-504 - Provo/Mountainland CoC,490918,Orem,235740
UT-504 - Provo/Mountainland CoC,491014,Provo,1358832
UT-504 - Provo/Mountainland CoC,499043,Summit County,66427
UT-504 - Provo/Mountainland CoC,499049,Utah County,530140
UT-504 - Provo/Mountainland CoC,499051,Wasatch County,68576
"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",519036,Charles City County,15579
"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",519041,Chesterfield County,582329
"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",519075,Goochland County,34431
"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",519085,Hanover County,125906
"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",519087,Henrico County,1678389
"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",519127,New Kent County,32948
"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",519145,Powhatan County,32951
"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",511308,Richmond,4410120
"VA-501 - Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton
Counties CoC",510288,Chesapeake,404413
"VA-501 - Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton
Counties CoC",519620,Franklin city,22195
"VA-501 - Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton
Counties CoC",519093,Isle of Wight County,67902
"VA-501 - Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton
Counties CoC",511116,Norfolk,4497530
"VA-501 - Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton
Counties CoC",519175,Southampton County,42210
"VA-501 - Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton
Counties CoC",511488,Suffolk,184957
"VA-502 - Roanoke City & County, Salem CoC",519005,Alleghany County,54024
"VA-502 - Roanoke City & County, Salem CoC",519023,Botetourt County,65380
"VA-502 - Roanoke City & County, Salem CoC",519580,Covington city,29749
"VA-502 - Roanoke City & County, Salem CoC",519045,Craig County,18959
"VA-502 - Roanoke City & County, Salem CoC",511320,Roanoke,1813294
"VA-502 - Roanoke City & County, Salem CoC",519161,Roanoke County,136412
"VA-502 - Roanoke City & County, Salem CoC",519775,Salem city,61629
VA-503 - Virginia Beach CoC,511590,Virginia Beach,2046110
VA-504 - Charlottesville CoC,519003,Albemarle County,179299
VA-504 - Charlottesville CoC,510264,Charlottesville,152951
VA-504 - Charlottesville CoC,519065,Fluvanna County,40390
VA-504 - Charlottesville CoC,519079,Greene County,48050
VA-504 - Charlottesville CoC,519109,Louisa County,93966
VA-504 - Charlottesville CoC,519125,Nelson County,50130
"VA-505 - Newport News, Hampton/Virginia Peninsula CoC",510720,Hampton,340773
"VA-505 - Newport News, Hampton/Virginia Peninsula CoC",519095,James City County,133465
"VA-505 - Newport News, Hampton/Virginia Peninsula CoC",511098,Newport News,1298348
"VA-505 - Newport News, Hampton/Virginia Peninsula CoC",519735,Poquoson city,15800
"VA-505 - Newport News, Hampton/Virginia Peninsula CoC",519830,Williamsburg city,29424
"VA-505 - Newport News, Hampton/Virginia Peninsula CoC",519199,York County,99030
VA-507 - Portsmouth CoC,511236,Portsmouth,1569205
VA-508 - Lynchburg CoC,519009,Amherst County,78640
VA-508 - Lynchburg CoC,519011,Appomattox County,41889
VA-508 - Lynchburg CoC,519019,Bedford County,151991
VA-508 - Lynchburg CoC,519031,Campbell County,106143
VA-508 - Lynchburg CoC,510960,Lynchburg,264133
"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",519043,Clarke County,44215
"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",519069,Frederick County,131761
"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",510726,Harrisonburg,188901
"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",519139,Page County,95750
"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",519165,Rockingham County,186967
"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",519171,Shenandoah County,154840
"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",519187,Warren County,104746
"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",511674,Winchester,93208
"VA-514 - Fredericksburg/Spotsylvania, Stafford Counties CoC",519033,Caroline County,66654
"VA-514 - Fredericksburg/Spotsylvania, Stafford Counties CoC",510612,Fredericksburg,75054
"VA-514 - Fredericksburg/Spotsylvania, Stafford Counties CoC",519099,King George County,36653
"VA-514 - Fredericksburg/Spotsylvania, Stafford Counties CoC",519177,Spotsylvania County,253539
"VA-514 - Fredericksburg/Spotsylvania, Stafford Counties CoC",519179,Stafford County,241304
VA-521 - Virginia Balance of State CoC,519001,Accomack County,151538
VA-521 - Virginia Balance of State CoC,519007,Amelia County,56427
VA-521 - Virginia Balance of State CoC,519015,Augusta County,163122
VA-521 - Virginia Balance of State CoC,519017,Bath County,24355
VA-521 - Virginia Balance of State CoC,510114,Blacksburg,206649
VA-521 - Virginia Balance of State CoC,519021,Bland County,13757
VA-521 - Virginia Balance of State CoC,510186,Bristol,96822
VA-521 - Virginia Balance of State CoC,519025,Brunswick County,47347
VA-521 - Virginia Balance of State CoC,519027,Buchanan County,66545
VA-521 - Virginia Balance of State CoC,519029,Buckingham County,41238
VA-521 - Virginia Balance of State CoC,519530,Buena Vista city,19273
VA-521 - Virginia Balance of State CoC,519035,Carroll County,79322
VA-521 - Virginia Balance of State CoC,519037,Charlotte County,46529
VA-521 - Virginia Balance of State CoC,510312,Christiansburg,48592
VA-521 - Virginia Balance of State CoC,510384,Colonial Heights,35956
VA-521 - Virginia Balance of State CoC,519047,Culpeper County,114910
VA-521 - Virginia Balance of State CoC,519049,Cumberland County,21215
VA-521 - Virginia Balance of State CoC,510450,Danville,318015
VA-521 - Virginia Balance of State CoC,519051,Dickenson County,42030
VA-521 - Virginia Balance of State CoC,519053,Dinwiddie County,66211
VA-521 - Virginia Balance of State CoC,519595,Emporia city,18436
VA-521 - Virginia Balance of State CoC,519057,Essex County,32354
VA-521 - Virginia Balance of State CoC,519061,Fauquier County,127160
VA-521 - Virginia Balance of State CoC,519063,Floyd County,36372
VA-521 - Virginia Balance of State CoC,519067,Franklin County,135061
VA-521 - Virginia Balance of State CoC,519640,Galax city,21295
VA-521 - Virginia Balance of State CoC,519071,Giles County,42722
VA-521 - Virginia Balance of State CoC,519073,Gloucester County,59369
VA-521 - Virginia Balance of State CoC,519077,Grayson County,61081
VA-521 - Virginia Balance of State CoC,519081,Greensville County,24018
VA-521 - Virginia Balance of State CoC,519083,Halifax County,98702
VA-521 - Virginia Balance of State CoC,519089,Henry County,135921
VA-521 - Virginia Balance of State CoC,519091,Highland County,18531
VA-521 - Virginia Balance of State CoC,510780,Hopewell,87985
VA-521 - Virginia Balance of State CoC,519097,King and Queen County,17887
VA-521 - Virginia Balance of State CoC,519101,King William County,26186
VA-521 - Virginia Balance of State CoC,519103,Lancaster County,37498
VA-521 - Virginia Balance of State CoC,519105,Lee County,83863
VA-521 - Virginia Balance of State CoC,519678,Lexington city,31868
VA-521 - Virginia Balance of State CoC,519111,Lunenburg County,31159
VA-521 - Virginia Balance of State CoC,519113,Madison County,40726
VA-521 - Virginia Balance of State CoC,519690,Martinsville city,45258
VA-521 - Virginia Balance of State CoC,519115,Mathews County,40840
VA-521 - Virginia Balance of State CoC,519117,Mecklenburg County,85827
VA-521 - Virginia Balance of State CoC,519119,Middlesex County,30176
VA-521 - Virginia Balance of State CoC,519121,Montgomery County,64769
VA-521 - Virginia Balance of State CoC,519131,Northampton County,54566
VA-521 - Virginia Balance of State CoC,519133,Northumberland County,38009
VA-521 - Virginia Balance of State CoC,519720,Norton city,15368
VA-521 - Virginia Balance of State CoC,519135,Nottoway County,50027
VA-521 - Virginia Balance of State CoC,519137,Orange County,90379
VA-521 - Virginia Balance of State CoC,519141,Patrick County,42850
VA-521 - Virginia Balance of State CoC,511200,Petersburg,218175
VA-521 - Virginia Balance of State CoC,519143,Pittsylvania County,160928
VA-521 - Virginia Balance of State CoC,519147,Prince Edward County,67568
VA-521 - Virginia Balance of State CoC,519149,Prince George County,58946
VA-521 - Virginia Balance of State CoC,519155,Pulaski County,91644
VA-521 - Virginia Balance of State CoC,511272,Radford,76270
VA-521 - Virginia Balance of State CoC,519157,Rappahannock County,29684
VA-521 - Virginia Balance of State CoC,519159,Richmond County,19945
VA-521 - Virginia Balance of State CoC,519163,Rockbridge County,64666
VA-521 - Virginia Balance of State CoC,519167,Russell County,69310
VA-521 - Virginia Balance of State CoC,519169,Scott County,65589
VA-521 - Virginia Balance of State CoC,519173,Smyth County,93017
VA-521 - Virginia Balance of State CoC,511446,Staunton,119020
VA-521 - Virginia Balance of State CoC,519181,Surry County,20395
VA-521 - Virginia Balance of State CoC,519183,Sussex County,23401
VA-521 - Virginia Balance of State CoC,519185,Tazewell County,126779
VA-521 - Virginia Balance of State CoC,519191,Washington County,122266
VA-521 - Virginia Balance of State CoC,511632,Waynesboro City,64152
VA-521 - Virginia Balance of State CoC,519193,Westmoreland County,47097
