CoC Name,GEOID,County Name,PPRN_23
KS-507 - Kansas Balance of State CoC,209181,Sherman County,18762
KS-507 - Kansas Balance of State CoC,209183,Smith County,20043
KS-507 - Kansas Balance of State CoC,209185,Stafford County,21596
KS-507 - Kansas Balance of State CoC,209187,Stanton County,9302
KS-507 - Kansas Balance of State CoC,209189,Stevens County,25375
KS-507 - Kansas Balance of State CoC,209191,Sumner County,94926
KS-507 - Kansas Balance of State CoC,209193,Thomas County,20248
KS-507 - Kansas Balance of State CoC,209195,Trego County,10473
KS-507 - Kansas Balance of State CoC,209197,Wabaunsee County,28423
KS-507 - Kansas Balance of State CoC,209199,Wallace County,7205
KS-507 - Kansas Balance of State CoC,209201,Washington County,28527
KS-507 - Kansas Balance of State CoC,209203,Wichita County,6485
KS-507 - Kansas Balance of State CoC,209205,Wilson County,40627
KS-507 - Kansas Balance of State CoC,209207,Woodson County,18414
KY-500 - Kentucky Balance of State CoC,219001,Adair County,53331
KY-500 - Kentucky Balance of State CoC,219003,Allen County,70560
KY-500 - Kentucky Balance of State CoC,219005,Anderson County,65599
KY-500 - Kentucky Balance of State CoC,210048,Ashland,192242
KY-500 - Kentucky Balance of State CoC,219007,Ballard County,22008
KY-500 - Kentucky Balance of State CoC,219009,Barren County,175808
KY-500 - Kentucky Balance of State CoC,219011,Bath County,45732
KY-500 - Kentucky Balance of State CoC,219013,Bell County,101765
KY-500 - Kentucky Balance of State CoC,219015,Boone County,258404
KY-500 - Kentucky Balance of State CoC,219017,Bourbon County,95090
KY-500 - Kentucky Balance of State CoC,210210,Bowling Green,297899
KY-500 - Kentucky Balance of State CoC,219019,Boyd County,68091
KY-500 - Kentucky Balance of State CoC,219021,Boyle County,95887
KY-500 - Kentucky Balance of State CoC,219023,Bracken County,57114
KY-500 - Kentucky Balance of State CoC,219025,Breathitt County,60997
KY-500 - Kentucky Balance of State CoC,219027,Breckinridge County,59578
KY-500 - Kentucky Balance of State CoC,219029,Bullitt County,194214
KY-500 - Kentucky Balance of State CoC,219031,Butler County,38525
KY-500 - Kentucky Balance of State CoC,219033,Caldwell County,43701
KY-500 - Kentucky Balance of State CoC,219035,Calloway County,106205
KY-500 - Kentucky Balance of State CoC,219037,Campbell County,543066
KY-500 - Kentucky Balance of State CoC,219039,Carlisle County,18369
KY-500 - Kentucky Balance of State CoC,219041,Carroll County,51406
KY-500 - Kentucky Balance of State CoC,219043,Carter County,83334
KY-500 - Kentucky Balance of State CoC,219045,Casey County,59502
KY-500 - Kentucky Balance of State CoC,219047,Christian County,103859
KY-500 - Kentucky Balance of State CoC,219049,Clark County,109158
KY-500 - Kentucky Balance of State CoC,219051,Clay County,91439
KY-500 - Kentucky Balance of State CoC,219053,Clinton County,34104
KY-500 - Kentucky Balance of State CoC,210534,Covington,1456511
KY-500 - Kentucky Balance of State CoC,219055,Crittenden County,27103
KY-500 - Kentucky Balance of State CoC,219057,Cumberland County,19884
KY-500 - Kentucky Balance of State CoC,219059,Daviess County,90577
KY-500 - Kentucky Balance of State CoC,219061,Edmonson County,43033
KY-500 - Kentucky Balance of State CoC,210696,Elizabethtown,73266
KY-500 - Kentucky Balance of State CoC,219063,Elliott County,26336
KY-500 - Kentucky Balance of State CoC,219065,Estill County,61897
KY-500 - Kentucky Balance of State CoC,219069,Fleming County,50952
KY-500 - Kentucky Balance of State CoC,219071,Floyd County,144668
KY-500 - Kentucky Balance of State CoC,219073,Franklin County,149595
KY-500 - Kentucky Balance of State CoC,219075,Fulton County,27296
KY-500 - Kentucky Balance of State CoC,219077,Gallatin County,24030
KY-500 - Kentucky Balance of State CoC,219079,Garrard County,48309
KY-500 - Kentucky Balance of State CoC,219081,Grant County,63160
KY-500 - Kentucky Balance of State CoC,219083,Graves County,128440
KY-500 - Kentucky Balance of State CoC,219085,Grayson County,96369
KY-500 - Kentucky Balance of State CoC,219087,Green County,44843
KY-500 - Kentucky Balance of State CoC,219089,Greenup County,98200
KY-500 - Kentucky Balance of State CoC,219091,Hancock County,24511
KY-500 - Kentucky Balance of State CoC,219093,Hardin County,176663
KY-500 - Kentucky Balance of State CoC,219095,Harlan County,135275
KY-500 - Kentucky Balance of State CoC,219097,Harrison County,82877
KY-500 - Kentucky Balance of State CoC,219099,Hart County,66913
KY-500 - Kentucky Balance of State CoC,211032,Henderson,93246
KY-500 - Kentucky Balance of State CoC,219101,Henderson County,45797
KY-500 - Kentucky Balance of State CoC,219103,Henry County,64669
KY-500 - Kentucky Balance of State CoC,219105,Hickman County,13219
KY-500 - Kentucky Balance of State CoC,219107,Hopkins County,173140
KY-500 - Kentucky Balance of State CoC,211086,Hopkinsville,98042
KY-500 - Kentucky Balance of State CoC,219109,Jackson County,52160
KY-500 - Kentucky Balance of State CoC,219113,Jessamine County,118399
KY-500 - Kentucky Balance of State CoC,219115,Johnson County,65335
KY-500 - Kentucky Balance of State CoC,219117,Kenton County,307856
KY-500 - Kentucky Balance of State CoC,219119,Knott County,87315
KY-500 - Kentucky Balance of State CoC,219121,Knox County,124210
KY-500 - Kentucky Balance of State CoC,219123,Larue County,50928
KY-500 - Kentucky Balance of State CoC,219125,Laurel County,220210
KY-500 - Kentucky Balance of State CoC,219127,Lawrence County,51964
KY-500 - Kentucky Balance of State CoC,219129,Lee County,29648
KY-500 - Kentucky Balance of State CoC,219131,Leslie County,49367
KY-500 - Kentucky Balance of State CoC,219133,Letcher County,102164
KY-500 - Kentucky Balance of State CoC,219135,Lewis County,47680
KY-500 - Kentucky Balance of State CoC,219137,Lincoln County,89076
KY-500 - Kentucky Balance of State CoC,219139,Livingston County,21288
KY-500 - Kentucky Balance of State CoC,219141,Logan County,104708
KY-500 - Kentucky Balance of State CoC,219143,Lyon County,17699
KY-500 - Kentucky Balance of State CoC,219151,Madison County,248567
KY-500 - Kentucky Balance of State CoC,219153,Magoffin County,55196
KY-500 - Kentucky Balance of State CoC,219155,Marion County,62985
KY-500 - Kentucky Balance of State CoC,219157,Marshall County,65695
KY-500 - Kentucky Balance of State CoC,219159,Martin County,30248
KY-500 - Kentucky Balance of State CoC,219161,Mason County,76811
KY-500 - Kentucky Balance of State CoC,219145,McCracken County,209194
KY-500 - Kentucky Balance of State CoC,219147,McCreary County,74144
KY-500 - Kentucky Balance of State CoC,219149,McLean County,35307
KY-500 - Kentucky Balance of State CoC,219163,Meade County,73912
KY-500 - Kentucky Balance of State CoC,219165,Menifee County,20343
KY-500 - Kentucky Balance of State CoC,219167,Mercer County,100917
KY-500 - Kentucky Balance of State CoC,219169,Metcalfe County,37540
KY-500 - Kentucky Balance of State CoC,219171,Monroe County,41140
KY-500 - Kentucky Balance of State CoC,219173,Montgomery County,95017
KY-500 - Kentucky Balance of State CoC,219175,Morgan County,46578
KY-500 - Kentucky Balance of State CoC,219177,Muhlenberg County,94302
KY-500 - Kentucky Balance of State CoC,219179,Nelson County,94314
KY-500 - Kentucky Balance of State CoC,219181,Nicholas County,43321
KY-500 - Kentucky Balance of State CoC,219183,Ohio County,67926
KY-500 - Kentucky Balance of State CoC,219185,Oldham County,94882
KY-500 - Kentucky Balance of State CoC,219187,Owen County,42946
KY-500 - Kentucky Balance of State CoC,211680,Owensboro,208385
KY-500 - Kentucky Balance of State CoC,219189,Owsley County,15281
KY-500 - Kentucky Balance of State CoC,219191,Pendleton County,59846
KY-500 - Kentucky Balance of State CoC,219193,Perry County,85269
KY-500 - Kentucky Balance of State CoC,219195,Pike County,205182
KY-500 - Kentucky Balance of State CoC,219197,Powell County,52514
KY-500 - Kentucky Balance of State CoC,219199,Pulaski County,191881
KY-500 - Kentucky Balance of State CoC,219201,Robertson County,14829
KY-500 - Kentucky Balance of State CoC,219203,Rockcastle County,54201
KY-500 - Kentucky Balance of State CoC,219205,Rowan County,78355
KY-500 - Kentucky Balance of State CoC,219207,Russell County,58014
KY-500 - Kentucky Balance of State CoC,219209,Scott County,131802
KY-500 - Kentucky Balance of State CoC,219211,Shelby County,118036
KY-500 - Kentucky Balance of State CoC,219213,Simpson County,51234
KY-500 - Kentucky Balance of State CoC,219215,Spencer County,41646
KY-500 - Kentucky Balance of State CoC,219217,Taylor County,66386
KY-500 - Kentucky Balance of State CoC,219219,Todd County,43613
KY-500 - Kentucky Balance of State CoC,219221,Trigg County,37844
KY-500 - Kentucky Balance of State CoC,219223,Trimble County,31193
KY-500 - Kentucky Balance of State CoC,219225,Union County,58162
KY-500 - Kentucky Balance of State CoC,219227,Warren County,121062
KY-500 - Kentucky Balance of State CoC,219229,Washington County,41611
KY-500 - Kentucky Balance of State CoC,219231,Wayne County,68954
KY-500 - Kentucky Balance of State CoC,219233,Webster County,57663
KY-500 - Kentucky Balance of State CoC,219235,Whitley County,127800
KY-500 - Kentucky Balance of State CoC,219237,Wolfe County,45735
KY-500 - Kentucky Balance of State CoC,219239,Woodford County,78298
KY-501 - Louisville-Jefferson County CoC,211374,Louisville-CDBG,11151450
KY-502 - Lexington-Fayette County CoC,211314,Lexington-Fayette,2377706
LA-500 - Lafayette/Acadiana Regional CoC,229001,Acadia Parish,255688
LA-500 - Lafayette/Acadiana Regional CoC,229039,Evangeline Parish,138892
LA-500 - Lafayette/Acadiana Regional CoC,229045,Iberia Parish,325788
LA-500 - Lafayette/Acadiana Regional CoC,220954,Lafayette,1650920
LA-500 - Lafayette/Acadiana Regional CoC,229055,Lafayette Parish,132884
LA-500 - Lafayette/Acadiana Regional CoC,229097,St. Landry Parish,349713
LA-500 - Lafayette/Acadiana Regional CoC,229099,St. Martin Parish,187162
LA-500 - Lafayette/Acadiana Regional CoC,229101,St. Mary Parish,201980
LA-500 - Lafayette/Acadiana Regional CoC,229113,Vermilion Parish,305399
"LA-502 - Shreveport, Bossier/Northwest Louisiana CoC",229013,Bienville Parish,81492
"LA-502 - Shreveport, Bossier/Northwest Louisiana CoC",220192,Bossier City,197298
